user_name,user_location,review_count,review_title,review_datetime,review_views,review_content,platform
mihirdhere666,India,1 Review,Wonderful learning journey with Simpliearn..!,"May 31, 2020 10:32 PM",1109 Views,"I wish to wholeheartedly and genuinely thank the Simplilearn Support team, for providing me the online learning platform, which enabled me to learn at a steady pace, get advice from their experienced staff regarding real life scenarios and most importantly, get the hands-on learning experience.I regained my confidence and was able to up-skill my self successfully as an Azure Developer Associate, while continuing my job.Thanks a lot Simpilearn Support team & also Best Wishes from my end.!Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
dipakgullu,India,1 Review,PMP Batch from 02 May 2020,"May 30, 2020 01:26 PM",1091 Views,"It was great session  under Mr Tim  Gerome. He is highly experienced, a go to expert trainer for the subject and very patient .Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
kishoremartis,India,1 Review,Good knowedge sharing on PMP by Tim JErome,"May 30, 2020 01:23 PM",1040 Views,"Good knowledge sharing on PMP by Tim Jerome.Had lomg training sessions on weekends from May 2, 2020 till 30th May 2020.Excelent training by Tim and he has lots of patience.BrgdsFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
shimpiabhijit5,India,1 Review,Tim is Best,"May 30, 2020 01:23 PM",1032 Views,Tim is Best and Super platform of Simplilearn.  Tim's teaching and coaching technics are unique and first time ever had this experience.  His approach is too practical.  Simplilearn are too professional. Nice set up of Webex Calls. Timely uploading of recordings. Useful content of study material and PPT. Just perfect in all the aspects.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
vickylalit,India,1 Review,Must for all PMP aspirants,"May 29, 2020 10:34 PM",1106 Views,Excellent PMP training by Simplilearn. The  training videos are simply amazing.Mock simulation test are very good gives feel of real examination test.I would recommend Simplilearn course to all the PMP aspirants.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
ldelgadopr,"Guaynabo, Puerto Rico India",1 Review,Excellent PMP Course,"May 29, 2020 09:36 PM",1167 Views,"Excellent PMP Training by Simplilearn, the imputs and training course learn with Bryan Campbell were really appreciate. Learn a lot of things and I'm ready to start study for the certification. Thank you Simplilearn!Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
virendra1333,India,1 Review,PMP certification Course from SIMPLILEARN,"May 28, 2020 03:03 PM",953 Views,"""Overall I am impressed classes PMP Certification I have taken from Simplilearn. As the instructors(Mr. Bala) are kind and patient. They are very experienced in the programs they are teaching. I have recommended this to all my friends, family, and employer. I look forward to taking more classes from Simplilearn.""Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
surendrakumarglob,India,1 Review,Qualified & knolwdgible teacher made my learning..,"May 28, 2020 02:58 PM",955 Views,"I have participated just complited my corse of'Data Analytics with Python'. Initially I was very new to this Programming and Business Analysis part but Simplilearn's very intractive Live Vertual classes and their Qualified and knolwdgible teacher made my learning very easy and intresting. Thanks Simplilearn!The course has introduced me to various tools that are very useful to my training. I could explore using them to make my lesson more interactive.Really loved the fact that this course offered me an opportunity to realise, explore and apply a range of technology based software, platforms and tools that can aid in making my  learning experience more engaging in the future.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
bhaskarjava,India,1 Review,PMP Certification Training,"May 27, 2020 06:15 PM",1006 Views,"Excellent PMP Training by Simplilearn, appreciate Bala Sir for his valueable inputs & training course, learned lot of things.  Thank you Simplilearn.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
navyapabba,India,1 Review,Lean Six Sigma Green Belt course by Mr. Vikas Gera,"May 25, 2020 11:07 PM",1233 Views,"It was great having attended the Lean Six Sigma Green belt course by the well-experienced faculty. The classes were quite interactive. Mr. Vikas was very patient in making sure that each one of his students understands the concepts. But Simplilearn can plan this course for a week more as most of the theoretical part has been covered, but hands-on experience by doing more projects independently can be made sure then.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
gayufbemail,"Dubai, United Arab Emirates India",1 Review,Tableau Classes - Cheers to Gururaj R N!!!,"May 25, 2020 10:53 PM",1121 Views,"Completed Simplilearn classes - Tableau under the guidance of Mr. Gururaj R. N, who has an exceptionally sound understanding of all the concepts and is also an excellent teacher who patiently tries to explain the concepts with layman examples for easier understanding. Thank you Mr. Gururaj for providing genuinely a ""Happy Learning"" experience.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
singhpurnima091,India,1 Review,Great learning experience in tableau,"May 25, 2020 09:59 PM",1104 Views,"It was an amazing experience in Tableau. My sincere thanks to the trainer Mr. Gururaj. He is a really good teacher. The way of explaining the concepts is amazing. I must say, I have learned alot in his class. Joining the Master's in Data Science course with Simplilearn is one of my best decisions. The customer support is also great.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
mbdgaurav,India,1 Review,PMP Training from Simplilearn,"May 25, 2020 01:26 PM",1071 Views,"Hi All, I have gone through the PMP training session from Simplilearn in Batch 2(from 25 Apr to 23 May 2020) and would like to share my experience, as mentioned below:The Trainer(Mr. Bala) have completed this training session in very efficient and helpful way. Which the learning very interesting and Easy.Training material and other facilities from Simplilearn are very helpful and making my final journey easy.Thanks Simplilearn and Mr. Bala.Gaurav Kr. VishnoiFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
amjadiqbalpathan,India,1 Review,CEH Course,"May 24, 2020 11:52 PM",1347 Views,The trainer and the course material are Excellent. It helped to boost my career.The trainer and the course material are Excellent. It helped to boost my career.The trainer and the course material are Excellent. It helped to boost my career.The trainer and the course material are Excellent. It helped to boost my career.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
HisExcellency,,1 Review,Smart Use of technology to deliver good service,"May 24, 2020 09:56 PM",712 Views,"The great use of technology tools to deliver fantastic training in form of self-paced and live online classes in seamless manner was a great attraction for me when I attended a PMP training from  Simplilearn. The Faculty - Bala - on the PMP class, is very skilled - managing global students superbly during each class.The only aspect I expect improvement on, is in enforcing the matching of self-learning pace to the pace of the live classes in order to ensure an effective understanding by the Student.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
mayankmansa,India,1 Review,Great Trainers!!,"May 24, 2020 01:41 PM",851 Views,"I joined Simplilearn Training program for Azure Certifications for Solution Architect exam AZ-300. Pravin Kumar, Trainer assigned for Az-300 was very knowledgeable, he has very good grasp of subject and clears your basics. Attending this training has really increased my confidence as far as expertise for Azure technology is concerned.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
toastmaster45,India,1 Review,Just finished the PMP Course from Simplilearn,"May 24, 2020 12:03 AM",906 Views,"PlusesYou get the Contact hours and the training in one packageYou get Live classes as well as Self LearningGreat Technology - Mobile, Online options and course material & recordings can be downloadedConvenient hours and many support optionsOverall good value. I have not taken any other coursesMinusesInstructor information is not available prior to signing up for the courseSelf Learning videos are short and start automatically(Minor annoyance).Material and classes can be rote. Apparently Brain Sensei has a very creative approach to what can be a dull subject.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
natrajanmep,India,1 Review,PMP ONLINE COURSE by Simplilearn,"May 23, 2020 11:55 PM",858 Views,"Yes, the PMP online course have been  completed today successfully. Really very professionally arranged everything. all the study materials are so simpler and including the faculty Mr. Bala.Many thanks for simplilearn and Mr. Bala for this course and I really hope soon I will be certified as soon by PMI.Thanks and regardsNatarajan.natrajanmep@gmail.comrraj0369@yahoo.com Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
sajamin83,India,1 Review,Solid Institution,"May 23, 2020 11:39 PM",927 Views,I took Balla's Saturday and Sunday class.  His lectures were very effective and the classes were very productive.  He took the time to go over all the concepts and processes very clearly.  He also took the time to answer all questions and provide solid examples.  This institution also has various tools in place to help you pass the PMP.  I would highly recommend anyone to sign up with them.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
chriscoberg,India,1 Review,Good PMP course!,"May 23, 2020 11:31 PM",872 Views,"This was a very helpful course to prepare for the PMP. Instructor was knowledgeable, patient, and helpful. If you think you will be able to take this course then pass the test you are wrong. But that would be the case with any online course or boot camp. You will need to do additional studying and prep.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
sadanandarout,India,1 Review,Fantastic Session by BalaSubramania,"May 23, 2020 11:27 PM",876 Views,"Hi Team, I would like to thanks Simplilearn, I am with Simplilearn from past  1yrs and got to know more about new things, Specially PMP classes, Here I learned about the projects & Managements.Fac BalaSubramnia is really cool, he used to explain better & doesn't mind the number of times repeating the questions, Fully Satisfied with the Trainer & Good way to learn from Simplilearn.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
dolevboaz,India,1 Review,Cloud Architect - Master Certificate 2020,"May 21, 2020 01:39 AM",931 Views,I have known Simplilearn from many years back during 2000 to 2002.  I was working as a network support engineer for Bell Nexxia and my colleagues told me about Simplilearn for the first time.  At that time I did not require any studying from Simplilearn who had and still have excellent reputation among network engineers at Bell.  Today I must admit when reconsidering upgrading my technical skills I did not forget Simplilearn even though there are other institutes but because of their reputation I decided to try Simplilearn and vener ever regret it.  The support team where always there for me to help me complete my project successfully when I need their support.   The assistant instructor especially Aishwarya who encouraged me with other alternatives when I did not know how to do a certain project.  I am so lucky(and believe others) to have such a personality like Aishwarya who took the time and patient on every trouble ticket related to projects.  Well done Simplilearn I will always keep you for my future courses with you as you always keep update on new technology - you deserved it and proved any dollar spent on you.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
molombel,India,1 Review,Excellent facilitators,"May 19, 2020 01:13 PM",955 Views,The facilatators can really go an extra mile to help you clear doubts. Gururaj will actually take up your screen to help you find your errorFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
tgs99989,"Kundapura, India India",1 Review,About simplilearn,"May 18, 2020 12:33 PM",1056 Views,Subject matter expert are kind enough to clear all your doubts. The quality of the content provided by the simplilearn is good. Finally what matters is your smart work towards your passion tyFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
gouthamkumaric,India,1 Review,Best Online Training Platform,"May 18, 2020 12:36 AM",1089 Views,Just Today completed my Tableau Associate certification.The Faculty is the best and real-time teaching. Thanks to Gururaj RN the best tableau Faculty. All the courses are good at Simplilearn.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
ramseptmani1993,India,2 Reviews,It was very cool .,"May 17, 2020 11:00 PM",1079 Views,"Its very nice place to learn something new thing.And very awesome public tableau application feature such as filter, worksheet, Dashboard, story,  action, set, calculation, groups, maps, map layout and then etc.,And the adding two data source into the one worksheet using Blending and Joints.Few feature is real help of me.I will be definitely try lot thing hereafter & its own to improve some thing real matter.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
ranjit1979,,1 Review,Great Class,"May 17, 2020 10:48 PM",1048 Views,"Gururaj RN has been very patient and suggest few improvements likenotice board for professor notes as the class keeps typing in the chat and becomes a big chain.There could be also particular email address for the professor to be shared to clarify queries for each week which a team or lecturer can respond,Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
KM4Learning,,1 Review,Tableau 10 at SimpliLearn,"May 17, 2020 09:49 PM",953 Views,This was probably the best on-line class I've taken in terms of instruction. My instructor was pretty amazing - it is always hard on-line when not all the classmates are paying attention closely - but Gururaj did a great job keeping everyone caught up. I've taken various Tableau trainings which cover the basics. This training really taught some advanced concepts that I would not have learned in a live session. Excellent!Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
rajamohaninbox,India,1 Review,"Slow and Steady, Detailed Oriented Training","May 17, 2020 01:13 PM",880 Views,Both the CBT content and ILT are very good and informative. The steady and detail oriented approach by the trainer [Saaz Rai] is very useful. Special appreciation for his patience with a wide spectrum of competencies from participants.Overall I recommend this training for both novice and seasoned IT professional who wants to get certified on Comptia Security+ certification.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
vivekkshukla,Pune India,1 Review,Great experience. Well organized,"May 17, 2020 01:09 PM",860 Views,"Happy with the content on CompTIA seurity+ topic covered by Simplilearn.The Name of the instructor was Saaz rai. He is very honest and passionate about teaching, didn't bother taking the extra mile. I took additional classes as the course was not completed on time, because of the pace of the team.I am really happy with the professionalism shown.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
sachu.jagdale,Pune India,1 Review,AZ-304 - Microsoft Azure Architect Design,"May 17, 2020 12:11 PM",690 Views,"I have attended AZ-304 training with simplilearn, overall very much satisfied with it. Content was very much aligned with exam, trainers ability to explain was also really good. He understood and cleared all our doubts . I started with my beginner level knowledge but now I have confidence to unlock my certification.ThanksFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
ecstasy4uonly,India,1 Review,Data Science with R,"May 16, 2020 09:23 PM",776 Views,Had great time with my trainer Aravind. He is very patient to answer every questions. Way of teaching is amazing. have a very clear concept about the subject. would like to see him my mentor in the future. Stay Safe Aravind.my TA Gaana is also very responsive … she clears all our queries and solve the issues very quickly. Woluld like to thanks Gaana from  my heart … May god bless both of youFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
atulyadavmrt,India,1 Review,IMHO Just Another Online Leaning Portal,"May 12, 2020 05:07 PM",875 Views,"In around 2016 I had a chance interaction with some of users and trainers in the field of professional learning and one of the comment was that SimpliLearn is not up-to the mark in this field.cut to 2020, in the midst of lockdown I was again approached by SimpliLearn sales person, I told her my impression of their platform and she assured me that this is a misconception and alot of water has passed under the bridge. she offered me a master course with the'best discount' and even an extra course!and once I started the course, I realized that this is going to be same old story. their promises were falling flat and they were offering excuses about huge number of learners now joining the platform leading to change in policies, lifetime courses were now with limited day offers.when I raised this via emails and phone calls I was told that this will sort out in few days and that I should be patient and continue the learning. and then the refund window closed. and I am 3 weeks into the course program and ALL the issues logged are open.why I am giving them overall above average rating? maybe they will have some courtesy to actually resolve the issues and not just promise to have a call back!Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
bellathimmiahau,India,1 Review,Best Material and excellent couch,"May 10, 2020 01:58 PM",1025 Views,I truly enjoyed the training with best realtime examples where ever possible by the couch Ashok N. I wont hesitate to share this info to my professional colleagues.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
smritimishra900,"Kanpur, Uttar Pradesh India",1 Review,The session were really good,"May 10, 2020 01:54 PM",920 Views,I likes the content and the way the sessions were  delivered with short cuts and tricks. The mentor was knowledgeable person with good way of explaining.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
erjain.amit,Osmanabad INDIA,1 Review,Best learning platform,"May 09, 2020 11:44 PM",1110 Views,Simplilearn provides one of the best learning platforms allowing you to learn at your own pace. The highly user-friendly Learning management platform along with the best in class faculty members just take your learning experience to a completely different level. I highly recommend Simplilearn. Its the best investment one should do in his/her learning path or roadmap.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
lallanihussain,India,1 Review,Great learning experience!,"May 09, 2020 11:37 PM",1031 Views,"Great learning experience! Topics were comprehensively covered. However, I believe that there is still room for improvement in terms of content organization. Otherwise, everything else was at par.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
preetivinayakray,India,1 Review,Very paractical Oriented,"May 09, 2020 11:35 PM",880 Views,I like content and pace of introducing empirical solution through programming. contents Resources Rigorous Programming instant attention to queryFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
maryghosh1910,India,1 Review,Big data Hadoop and Spark developer,"May 09, 2020 12:32 PM",992 Views,It was a great experience with Simplilearn...Maria is a great teacher and very helpful to all the participants in the session.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
lokanadhan.k,Bangalore India,1 Review,PMP -  Trainer Tim,"May 05, 2020 11:50 PM",1239 Views,"Mr. Tim is having great extensive knowledge and very good at explanations and it was a great experience and I really enjoyed all the sessions. There was in sufficient time to cover the course contents in depth, it was happened due to large no of participants. I would recommend Simplilearn to reduce the volume of students so that it will give enough time to the Trainer to concentrate more on the topics. Over all it was nice and appreciate all your support and patience during our sessions Tim.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
vinuthabhat046,India,1 Review,PMP training was good,"May 05, 2020 11:30 PM",1318 Views,"The training was good and trainer was knowledgeable. Explained the topics with many examples. It would have been good if we had more time to get our queries answered. I understand there is a community where we could ask questions, but having to get questions/doubts clarified then and there is preferable.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
kstromm,India,1 Review,One of the BEST course for PMP,"May 05, 2020 11:30 PM",1294 Views,"A good Course for any level of people who are interested in PM and PMP per se. The faculty Mr. Tim is very experienced and takes the session beautifully. Whilst training he conveys a lot of is experiences and nuances in handling the exam.I would request everyone to trust him and finally you will be happy and satisfied with the course as I am.As an improvement point, Simpleylearn could have a reduced participants so that the sessions is further effective.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
maharaj200722,India,2 Reviews,Big Data Course - One of the best in SimpliL,"May 05, 2020 09:59 AM",880 Views,"Maria was the faculty and she was by far one of the best I have encountered during the dual masters course with SimpliL. The course itself was fast and she was patient enough to explain each concept on multiple occasions clarifying everyone's doubt. It was a great learning experience.A couple of points for the SimpliL team:Mobile App Support needs to be better, during some past courses, if I attended the sessions through the mobile app, they did not get recorded and I was marked absentClass or batch selection process needs to be scrutinized with freshers and experienced personnel segregated in some way; with IT background and non IT background people segregated; It becomes very frustrating and difficult to adjust and the level of concepts being covered also do not transcend a certain level with irritants constantly seeking permission to unmute them or share their screen. You can't expect people to do Big Data and ask what is SQL or what is DB, or people in SAS class ask similar irrelevant questions.Some way learners will need to be forced to select batches of classes - beginner, intermediate, advanced - based on their preference or SimpliL should enforce the same in some way or the otherThis is the prime reason for the 4-star review otherwise it would have been a five star from my side.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
praveenrufus787,Thanjavur India,1 Review,Big Data explained BEAUTIFULLY,"May 05, 2020 09:46 AM",821 Views,"I have enrolled Master's program in Data Science, Which had this Big data Hadoop and Spark Developers course.Our batch's trainer Maria Padiyapuram did not use any slides for the whole duration of the course, instead gave us hands on practical's session on each topic and was very patient to explain the doubts and clarifications more than 3 times. Had a great learningregards,RufusFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
anushacrao05,India,1 Review,Trainer : Maria,"May 05, 2020 09:45 AM",849 Views,I had a wonderful session with the trainer maria .She was clearing our doubts very well with patienceI really enjoyed the sessions which made me realize that I love something in doing with the data so it is helping in changing my career path in a good way.Thank you so much mam and All the best!Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
vishakhahudekar25,India,1 Review,Togaf 9.2 - Shashank Sharma The best,"May 03, 2020 02:22 PM",1494 Views,I enrolled myself for Togaf 9.2 certification program. Shahsank sharma is simply amazing so professional. he is indeed expert in Togaf 9.2. I am so happy that I have atteneded his session he addresses all quesries and questions.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
suraj1983672,India,1 Review,Best online learning institute.,"May 02, 2020 11:19 PM",980 Views,"""Simplilean's"" courses are very bery usefull for us. Took master program certification by ""Simplilearn"". Till now excellent experience studyg with SimplilearnThere team is also supported.I give 10 out of 10 for All Sir and Mam.Thank you so so much for changing my life sir. I love ""Simplilearn"". And again Thank you so much. This is my personal opinion for ""Simlilearn.com""Thank you for read my review.ThanksStay homeStay safe.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
Ruturaj_Nakum,Gujrat India,9 Reviews,Sachin sir = Simplilearn!!! Read my review,"Apr 29, 2020 01:34 PM",1007 Views,"""Simplilean's"" course are very bery usefull for us. Took PMP certification by ""Simplilearn"". And 'sachin' sir is very genuine guy and very help to you for understand with this example.There team is also supported. Best work sir.I give 10 out of 10 for ""sachin sir"". I enjoy and learn lot of ""sachin sir"".Thank you so so much for changing my life sir. I love ""Simplilearn"". And again Thank you so much. This is my personal opinion for ""Simlilearn.com""And ""sachin sir"".Thank you for read my review.#Thanks#Stay home#Stay safe.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
coolshiva88,"Chandigarh, India India",1 Review,PMP batch,"Apr 26, 2020 11:54 PM",958 Views,"It's a great team of simplilearn who organize the study content in such a managed way , topic by topic .and all of that  our mentor "" Sachin sir"" guides us very well and manage to clear our doubts at the same time.Thanx alot sir..:) written  more is written less..Thanx alot Sachin sir and team simplilearn...Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
pramodchoudhary81,India,1 Review,Amazing Traning by Sachin Gowswami,"Apr 27, 2020 12:01 AM",1169 Views,"Trainer Sachin Gowswami has been very patient and understanding during the course. He has doe a good job. He shared the live examples.He was good at story telling, liked the session and content he explained while training.Slide show was explained very well with examples.Thanks Simplilearn for facilitating it very well.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
haribabukrk,India,1 Review,Data Science on SAS,"Apr 27, 2020 12:01 AM",1080 Views,"Trainer: SwagatI would like to thank Mr.swagat and team to help me complete this SAS Session and making to understand easily. He thought from base level to medium, but need to learn more about SAS advance level Simplilearn to add more stuff on the course. I don't  know why Lab practice is not available in SAS course.ThanksFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
L_SV,Hyderabad India,1 Review,Sachin - Simplilearn,"Apr 26, 2020 11:59 PM",1064 Views,"Hello All,I've recently attended Simplilearn PMP online classes and my faculty was Mr. Sachin who was fantastic in explain the e-learning material completely and also on the project part.Guys, trust me, you should really try enrolling to Simplilearn and with Mr. Sachin the classes were very interesting and easier to understand.RegardsSrivani Lellapalli.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
tosatz,India,1 Review,Masters program in Datascience with Simplilearn,"Apr 26, 2020 11:39 PM",990 Views,I have opted for Masters program for Data scientist with Simplilearn and the content of the videos and self-learning was simple and well structured. The instructor led trainings were good as the faculties were patient enough to clarify all the queries asked.I will recommend simplilearn for anyone looking for Data science program online.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
akhilanshuraj542,"Gaya, India India",1 Review,Appreciation for Bhargavi Kandukuri,"Apr 26, 2020 11:33 PM",662 Views,Thank you so much Bhargavi Maa'm for guiding Tableau to the whole class which such a ease and calmness and listening and addressing to each students queries with utmost patience which is unbelievable.in my first four class I was only able to attend through my phone as my Laptop was not working but I was able to cope up with the class without any trouble and was able to complete and submit the project in the given time frame.Amazing patience shown and every class was extended till 12am even though class timings were uptill11:30pm. The faculty Bhargavi Maa'm was not even taking 5 mins break and was utilizing her break time in explaining to student's queries and this shows the faculty was putting her 200% effort to ensure every students of the class has got no issue while learning and was always attentive to everyone's query and was repeatedly asking to clear student's doubt after explaining each modules.Once again I thank the SImpliLearn to have such a wonderful Faculty who deserve respect and kudos .Thanks and RegardsAkhil RajFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
Rajajaiswal1983MouthShut Verified Member,Nagpur,50 Reviews,SimpliLearn has a simple learning tips!!,"Apr 24, 2020 01:07 PM",1169 Views,"I am very happy and excited to share my experience with simplilearnI am Raja, I m working as part promoter and freelancer project developer.I was one video of ""DIGITAL MARKETTING"" from youtube channel of SimpliLearn. Com.Best part of video it's length was short.  Trainers has explained the concept of SEO( search engine optimization)  very well. They also explained how google rank your website on top rank, how the search keyword are applied.The best part of simplilearn ,  we can easily learn and implement all the tricks practically.The trainers are full of practical knowledge.  In future I m going to use the paid services of it.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
napolayan,Bangalore,1 Review,"Negligible politics, great team, solid leadership","Apr 24, 2020 07:44 AM",977 Views,"I worked at Simplilearn for over 3 years as a senior member in the marketing team. During that time, I closely worked with many other teams - sales, product, finance, HR, ops and analytics. In my 12+ years of experience across a variety of companies - both large multinationals and startups - I can confidently say that Simplilearn easily had the best work culture.I can't think of a single instance where I saw negative politics at play. A key reason is that pretty much everything is data driven. All the key metrics are visible to all teams through the analytics dashboards. And within teams, everything is driven through objective KRAs. If you met your KRAs, then you'll get rewarded, irrespective of your manager's feelings about you(unless of course, you did something really bad behaviourally).Also, the teams collaborate really well to solve a problem or launch a product. There's very little passing-the-buck and everyone understands that the goal is to reach the solution quickly.You also get a lot of support from the finance, admin, and HR teams. I am not just saying this for the heck of it. Sure, there are rules and timelines you need to follow for financial processing or for some HR processes. But exceptions are always made when valid - no one puts up blockers needlessly. In fact, I have met some of the best HR folks(both in talent acquisition and HRBP) at Simplilearn.The overall goals are also set logically and based on data at an org level(not too aggressive so as to be demoralizing, nor very easy-to-achieve so there's no growth at all). This then gets distributed across teams and so each of the teams are similarly highly motivated to achieve those goals by collaborating.Specifically, coming to marketing, you work on the best, industry leading tools, work on problems at scale and because of the structured team, you can go really deep into your function rather than get distracted by a ton of other stuff landing on your table. Also, fresh ideas are always welcomed and if you back it up with data or logic, you will almost certainly get the support to try out your ideas. In short, it allows you to become really good in your chosen field.Personally, I would highly recommend Simplilearn as a great place to work.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
vineshnaik016,India,1 Review,Excellent platform for online coaching,"Apr 19, 2020 11:55 PM",1278 Views,All classes are well scheduled with the necessary topics and also the lecturers are very supportive.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
rajendratwist,India,1 Review,Great Learning with Simplilearn,"Apr 19, 2020 11:55 PM",1246 Views,I am learning AI from simplilearn. Instructor has explained the topics very well. I got much information. Thanks to Sayan Dey who tought very wellFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
anubratadas,India,2 Reviews,Artificial Intelligence Engineer Program,"Apr 19, 2020 11:53 PM",1236 Views,"I am a biologist and was a rookie in computing. Just I had a deep interest to learn datascience to apply to my domain. After making enquiries, only Simplilearn offered me the course with my credentials and they arranged for a zero interest loan to finish my studies.All my instructors,  Samriddhi, Sayan, Armando, Shivendra were wonderful. they explained lucidly and taught the latest tools.support system from Simplilearn was truly exceptional. they would respond within 12 hrs, and always provide a solution.I was provided recorded sessions of other instructors, besides my own, free of cost, which I feel is very generous. I was even provided extra courses on excel, R programming, AI chatbots for free.They insisted on completing coding assignments before giving certificates, and that really helped me overcome my inhibitons for coding.All in all I am very happy to have taken this course from Simplilearn, and hope to use it for my studiesFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
abhinag739,India,1 Review,Deep Learning with Tensor Flow - Sayan Dey,"Apr 19, 2020 11:53 PM",1210 Views,"Very nice course with deep level knowledge that was shared. The courses can be downloaded after 24 hours of every session, The files and codes were all shared on google drive for reference. I was able to get an insight into TensorFlow Keras, CNN and RNN with this course. Recommended for anyone interested in deep learningFlag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.",Simplilearn
mithunmohanan,"Calicut, India India",2 Reviews,Deep Learning,"Apr 19, 2020 11:51 PM",977 Views,The course was taught by Sayan Dey. One of the best trainer. Highly recommended. The platform simplilearn provided was simply awesome. The course content was good. Worth money you spend.Flag This ReviewIrrelevantFakeJunk   Thank You! We appreciate your effort.,Simplilearn
